pH,Hardness,Solids,Chlorine,Sulfate,Lead,Mercury,Coliform,Quality
8.0,134.7,1589.8,3.449,732.6,0.02137,0.00031,683,Kém
7.23,151.5,463.3,4.282,755.6,0.01136,0.0002,880,Kém
7.57,117.5,81.3,1.877,135.2,0.00468,0.00118,10,Tốt
6.78,381.7,175.8,1.543,122.6,0.01352,0.00097,169,Trung bình
9.08,101.4,95.6,0.872,266.8,0.011,0.00142,25,Trung bình
8.09,163.1,86.6,1.846,89.9,0.00573,0.00035,6,Tốt
6.71,126.9,288.6,1.949,133.0,0.00379,0.001,7,Tốt
7.84,127.7,129.4,1.392,215.8,0.00632,0.00094,3,Tốt
7.93,195.5,917.8,1.432,137.8,0.0067,0.00318,22,Trung bình
7.01,166.8,996.0,3.793,75.5,0.01089,0.00046,10,Trung bình
7.79,219.8,211.1,1.246,285.6,0.01077,0.03794,95,Nguy hiểm
7.29,137.5,122.1,1.263,170.6,0.00768,0.00067,14,Tốt
3.56,94.1,93.9,1.275,180.9,0.00565,0.00085,111,Nguy hiểm
8.03,154.9,362.7,0.923,180.9,0.00446,0.00109,24,Tốt
6.76,130.4,294.3,0.313,162.3,0.00212,0.00014,21,Tốt
8.11,320.3,466.8,0.943,197.5,0.00174,0.00258,20,Trung bình
8.83,211.8,97.4,3.168,130.0,4e-05,0.03416,24,Nguy hiểm
6.04,427.6,250.3,0.696,100.5,0.00082,0.003,18,Trung bình
6.8,312.2,493.6,0.971,129.0,0.00741,0.00282,13,Trung bình
8.08,210.2,2422.2,9.881,165.6,0.00654,0.02756,687,Nguy hiểm
8.56,88.2,283.4,0.817,82.9,0.01134,0.00098,20,Trung bình
7.95,133.2,246.5,3.324,90.4,0.00048,5e-05,1675,Nguy hiểm
6.77,679.6,1729.3,4.472,151.0,0.00214,0.0002,459,Kém
7.96,145.1,720.5,0.828,355.7,0.00055,0.00366,21,Trung bình
5.26,607.2,219.3,1.604,60.5,0.00059,0.00506,10,Kém
6.94,215.4,339.3,0.056,136.6,0.00782,0.00112,148,Trung bình
6.05,422.7,905.3,0.752,210.5,0.00018,0.00059,24,Trung bình
11.22,105.1,259.0,0.332,299.7,0.00695,0.00014,19,Nguy hiểm
8.66,133.3,129.6,0.083,174.6,0.00469,0.00125,17,Trung bình
9.84,165.3,113.9,4.329,765.6,0.00291,0.00016,760,Kém
9.82,110.8,2099.9,0.395,140.1,0.00798,0.00061,778,Kém
7.77,218.0,1916.1,1.445,174.9,0.16951,9e-05,24,Nguy hiểm
10.01,624.1,498.8,1.555,385.6,0.00693,0.00133,367,Kém
11.68,114.1,280.8,1.506,219.2,0.00536,0.00054,1457,Nguy hiểm
7.89,620.2,821.5,1.992,789.8,0.00164,0.00143,3219,Nguy hiểm
8.03,162.3,1636.3,4.914,118.8,0.03652,0.00122,290,Kém
8.84,161.9,301.0,4.034,45.6,0.00404,0.00026,25,Trung bình
7.76,114.5,499.3,0.775,81.7,0.0079,0.00108,6,Tốt
8.1,161.2,912.0,1.205,195.4,0.012,0.00092,13,Trung bình
6.78,182.0,373.4,1.134,122.6,0.00256,0.00055,2,Tốt
7.51,320.8,480.6,3.806,295.0,0.00044,0.00111,10,Trung bình
5.4,115.0,722.8,0.499,179.4,0.03102,0.00879,12,Kém
5.17,701.9,472.9,1.208,143.0,0.01669,0.00652,13,Kém
5.44,575.6,341.0,1.024,218.5,0.04229,0.0001,456,Kém
7.75,153.2,947.1,0.447,1335.5,0.00542,0.00089,24,Nguy hiểm
8.7,166.9,112.4,1.833,75.8,0.00528,0.00336,22,Trung bình
8.07,127.5,341.4,1.699,291.5,0.04203,0.02874,20,Nguy hiểm
5.38,185.9,1861.4,0.811,836.4,0.00539,0.00065,17,Kém
11.58,92.9,163.7,7.797,141.6,0.00363,0.00284,15,Nguy hiểm
7.27,581.1,429.5,1.948,153.0,0.1107,0.00036,66,Nguy hiểm
7.67,619.3,206.0,1.651,156.9,0.03357,0.00102,661,Kém
6.96,353.1,259.0,1.114,402.4,0.00159,0.00016,12,Trung bình
5.22,206.9,259.8,0.625,196.9,0.03822,0.00085,335,Kém
8.8,401.0,416.7,1.253,94.3,0.01229,0.00105,15,Trung bình
6.9,179.0,163.1,1.887,59.3,0.00791,0.00035,9,Tốt
7.98,202.0,82.8,1.43,675.8,0.1507,0.03682,1,Nguy hiểm
7.92,116.1,1927.9,1.439,1222.1,0.03471,0.03501,15,Nguy hiểm
6.85,132.8,281.4,1.892,173.6,0.00359,0.00106,8,Tốt
7.12,193.6,131.0,1.255,199.2,0.01437,0.00338,7,Trung bình
7.56,144.5,146.5,0.988,43.0,0.0018,0.00125,10,Tốt
7.19,582.9,133.2,1.072,172.9,0.03997,0.00565,20,Kém
7.88,695.4,252.2,5.393,1128.5,0.00112,0.00039,798,Nguy hiểm
7.48,196.5,98.8,1.479,56.5,0.00107,0.00045,22,Tốt
7.91,132.8,451.6,4.931,576.7,0.00476,0.00841,408,Kém
7.84,86.9,2068.6,0.56,182.7,0.03373,0.00576,829,Kém
11.04,163.1,278.5,4.565,49.8,0.01111,0.01484,6,Nguy hiểm
6.95,217.3,202.5,1.366,158.4,0.00786,0.00149,4,Tốt
5.15,115.9,2089.4,1.636,153.6,0.0055,0.00143,317,Kém
6.21,139.1,125.1,1.875,395.3,0.00768,0.00014,134,Trung bình
7.23,132.5,117.7,1.574,195.6,0.00373,0.00095,20,Tốt
5.43,186.8,1608.4,0.701,120.9,3e-05,0.00515,14,Kém
7.2,357.0,292.6,0.476,84.9,0.00735,0.00288,8,Trung bình
7.66,840.1,253.1,1.278,1293.9,0.01184,0.00135,24,Nguy hiểm
7.3,102.2,322.3,0.429,390.9,0.01134,0.00265,8,Trung bình
6.74,132.6,366.9,0.953,626.1,0.13794,0.00091,4068,Nguy hiểm
4.67,99.5,960.0,0.936,172.4,0.14935,0.00087,1,Nguy hiểm
7.4,180.0,181.6,1.053,159.4,0.00235,0.001,2,Tốt
8.67,379.7,211.6,0.829,136.3,0.00639,0.00233,14,Trung bình
5.18,90.2,2171.8,1.449,81.8,0.00677,0.0074,24,Kém
8.58,158.3,1030.5,0.732,95.2,0.00467,0.00065,9,Trung bình
8.67,118.9,284.2,0.32,209.1,0.19808,0.03517,176,Nguy hiểm
6.39,191.4,1026.2,1.725,96.0,0.00781,0.00015,85,Trung bình
7.97,95.5,325.0,1.116,42.3,0.00188,0.00128,1,Tốt
8.05,82.7,231.1,1.571,83.5,0.00199,0.00051,14,Tốt
7.75,158.6,781.4,0.916,102.6,0.01318,0.001,76,Trung bình
8.05,703.7,184.4,8.606,1333.0,0.00546,0.0397,23,Nguy hiểm
7.15,566.9,1921.9,1.117,742.9,0.0003,0.00068,321,Kém
7.39,153.7,1719.5,1.274,63.2,0.01794,0.00588,3,Kém
8.68,200.2,268.4,7.981,732.5,0.00309,0.00077,14,Nguy hiểm
7.72,654.0,1763.5,1.852,608.1,0.03297,0.0005,16,Kém
6.96,116.0,113.1,4.909,125.6,0.00391,0.04164,716,Nguy hiểm
7.38,117.6,2582.9,1.672,1220.2,0.00291,0.00019,7,Nguy hiểm
5.31,164.2,157.4,0.599,366.2,0.00136,0.00582,487,Kém
9.06,100.1,334.5,1.785,255.5,0.01411,0.00021,19,Trung bình
6.82,123.6,431.4,1.862,83.6,0.08288,0.00706,9,Nguy hiểm
7.97,154.2,1626.7,4.299,219.4,0.01968,0.00337,14,Kém
7.83,130.2,203.4,0.942,49.0,0.00224,7e-05,10,Tốt
10.08,187.8,368.5,1.124,46.0,0.03743,0.00078,252,Kém
7.55,121.3,372.0,1.934,159.9,0.00395,0.00091,6,Tốt
11.0,124.3,157.3,1.697,94.2,0.00098,0.0002,179,Nguy hiểm
7.21,83.3,342.2,0.345,103.8,0.0049,0.0003,1,Tốt
6.71,136.0,330.6,4.324,690.1,0.012,0.00639,350,Kém
7.85,155.1,376.3,0.731,76.4,0.00786,0.00095,24,Tốt
7.64,609.4,891.4,0.656,552.2,0.02898,0.00833,11,Kém
8.01,317.8,2628.2,1.799,210.2,0.00554,0.0356,3699,Nguy hiểm
9.78,116.5,1632.6,0.904,623.4,0.00017,0.00764,24,Kém
5.22,93.7,448.3,0.441,720.4,0.00375,0.00326,804,Kém
7.44,136.4,344.6,1.942,140.2,0.01074,0.00242,23,Trung bình
7.25,157.8,3100.4,7.6,176.2,0.00618,0.00102,15,Nguy hiểm
9.88,375.9,1575.8,0.415,117.2,0.00721,0.00473,728,Kém
7.19,218.4,432.7,1.4,404.3,0.00102,0.00089,176,Trung bình
7.95,194.1,216.0,1.925,137.3,0.04201,0.03788,11,Nguy hiểm
6.88,199.7,90.6,0.332,102.3,0.00125,0.00052,4,Tốt
7.47,90.2,112.3,0.782,200.7,0.0044,0.00039,15,Tốt
7.09,84.7,444.9,0.687,109.9,0.00104,0.00049,15,Tốt
8.9,105.3,914.1,1.574,404.1,0.00708,0.00035,1,Trung bình
11.26,157.4,389.2,1.915,418.0,0.06181,0.00333,20,Nguy hiểm
6.2,191.5,343.6,1.93,168.3,0.00012,0.02278,2,Nguy hiểm
7.69,186.5,204.9,8.025,194.5,0.01415,0.00046,798,Nguy hiểm
7.98,133.4,351.7,1.914,105.2,0.00472,0.00095,20,Tốt
10.0,134.6,1530.7,1.588,684.5,0.00271,0.00054,24,Kém
5.39,92.2,189.1,1.921,392.3,0.13468,0.00244,11,Nguy hiểm
7.71,212.1,345.1,0.365,68.9,0.08486,0.00033,177,Nguy hiểm
6.91,203.9,403.1,8.108,135.2,0.11932,0.00103,4,Nguy hiểm
6.25,182.3,185.8,0.059,132.9,0.01408,0.00104,17,Trung bình
6.73,214.2,186.9,1.155,355.2,0.01154,0.00022,3,Trung bình
6.98,209.1,276.0,1.943,176.2,0.00075,0.00141,15,Tốt
6.83,184.1,248.5,1.854,1378.7,0.0688,0.03487,24,Nguy hiểm
5.19,705.4,141.8,1.443,684.9,0.01062,0.00075,596,Kém
10.16,107.6,2031.9,1.192,55.7,0.00621,0.0054,1,Kém
10.12,579.5,128.3,4.682,211.0,0.00282,0.00493,64,Kém
9.91,133.1,134.3,1.587,279.2,0.12459,0.00147,13,Nguy hiểm
7.73,213.3,158.4,1.383,189.7,0.04353,0.00047,2078,Nguy hiểm
11.08,161.9,440.7,1.161,123.6,0.12947,0.04766,2035,Nguy hiểm
7.08,990.7,1060.8,1.835,715.9,0.00564,0.02815,4,Nguy hiểm
7.49,112.3,269.8,5.554,610.2,0.00326,0.00076,11,Nguy hiểm
5.38,116.8,1928.6,0.861,212.3,0.02115,0.00114,645,Kém
8.06,138.7,353.2,0.912,167.0,0.00047,0.00087,18,Tốt
7.2,207.0,128.6,1.571,205.0,0.00013,0.00098,4,Tốt
7.59,172.6,442.6,1.741,51.9,0.0036,0.0013,0,Tốt
7.06,82.9,464.9,3.23,84.6,0.00301,0.0028,6,Trung bình
6.92,83.7,167.6,1.642,61.0,0.01409,0.03249,6,Nguy hiểm
9.62,640.2,421.7,4.602,198.5,0.00307,0.00052,387,Kém
7.86,133.7,459.4,1.105,106.4,0.00424,0.00087,5,Tốt
6.74,396.8,482.3,3.158,201.5,0.00679,6e-05,12,Trung bình
6.24,122.5,484.9,8.61,90.2,0.00216,0.0008,19,Nguy hiểm
9.04,118.7,2464.3,1.304,1098.6,0.00793,0.00022,124,Nguy hiểm
5.45,594.8,197.8,0.732,576.8,0.00104,0.00076,2,Kém
7.68,110.7,111.6,0.757,201.5,0.00772,0.00046,11,Tốt
6.39,89.6,103.3,0.672,819.8,0.00492,0.00476,536,Kém
7.98,164.1,364.0,1.296,165.0,0.0115,0.00365,112,Trung bình
7.06,704.6,213.7,0.489,696.6,0.03673,0.00779,20,Kém
7.41,137.1,152.3,0.652,81.5,0.00733,0.00124,3,Tốt
7.21,310.8,337.2,1.669,67.4,0.01337,0.00033,18,Trung bình
7.76,183.9,2665.3,5.557,157.8,0.00752,0.01672,139,Nguy hiểm
9.86,125.1,2171.6,4.499,619.0,0.00096,0.00079,16,Kém
5.38,131.5,1822.0,9.752,144.7,0.01428,0.00094,20,Nguy hiểm
7.33,212.9,481.7,8.202,195.4,0.00323,0.00022,3330,Nguy hiểm
7.8,164.5,403.7,0.931,147.3,0.00107,0.00025,11,Tốt
7.71,116.6,764.4,0.354,65.9,0.01354,0.00091,64,Trung bình
7.54,91.7,228.9,1.223,77.8,0.00292,0.00086,18,Tốt
7.01,177.0,145.4,0.479,265.1,0.00759,0.00028,164,Trung bình
6.09,411.2,278.8,1.148,63.3,0.00782,0.00051,6,Trung bình
7.81,119.3,1706.8,1.029,843.3,0.00299,0.00306,764,Kém
7.03,663.0,112.4,0.954,75.2,0.02478,0.0073,126,Kém
8.04,563.9,110.1,1.623,558.4,0.00423,0.00487,17,Kém
8.11,141.9,99.8,1.37,153.7,0.00168,0.00048,21,Tốt
7.45,629.6,861.5,4.442,172.4,0.00259,0.00676,760,Kém
7.1,104.7,390.5,1.801,266.5,0.00232,0.00284,4,Trung bình
7.33,706.5,238.3,1.249,138.7,0.04395,0.0072,16,Kém
7.67,132.6,396.0,0.401,66.6,0.00457,0.00095,9,Tốt
8.17,219.2,212.4,7.716,120.9,0.07447,0.00102,5,Nguy hiểm
7.07,103.7,1095.6,1.568,302.7,0.00314,0.00072,22,Trung bình
7.81,141.9,323.7,1.993,144.3,0.00114,0.00131,7,Tốt
7.1,738.5,451.4,0.061,276.1,0.17473,0.00104,21,Nguy hiểm
6.31,319.2,117.6,1.001,72.4,0.01059,0.00045,5,Trung bình
11.97,94.5,394.8,9.768,80.5,0.02154,0.00119,63,Nguy hiểm
6.75,165.5,252.7,1.855,299.5,0.00532,0.00335,24,Trung bình
7.0,690.1,1748.0,0.425,533.3,0.02581,0.00138,6,Kém
7.08,158.8,433.6,3.249,158.1,0.0135,0.00146,84,Trung bình
7.71,206.5,407.2,0.319,217.1,0.00755,0.00149,7,Tốt
8.19,393.2,344.8,1.204,153.0,0.00731,0.00318,3,Trung bình
7.66,165.6,397.3,1.527,204.7,0.00058,0.00074,7,Tốt
6.9,163.5,255.4,0.895,208.3,0.00602,0.00257,169,Trung bình
6.71,555.2,2140.9,4.623,357.7,0.00251,0.00119,394,Kém
7.27,123.2,84.8,0.035,329.4,0.00237,0.00036,6,Trung bình
7.79,82.6,344.8,1.961,98.8,0.01116,0.00141,117,Trung bình
7.23,668.5,208.8,0.366,88.7,0.03953,0.00827,10,Kém
7.84,338.1,228.7,4.195,217.6,0.00546,0.00075,56,Trung bình
4.32,122.6,476.1,3.344,171.4,0.00444,0.00044,20,Nguy hiểm
9.97,643.1,413.5,1.751,603.7,0.0013,0.00801,67,Kém
7.85,655.8,460.3,5.711,1380.2,0.00697,0.00104,19,Nguy hiểm
8.19,215.8,171.1,1.488,185.3,0.00797,0.00109,2,Tốt
5.23,148.3,84.2,0.847,602.7,0.03928,0.00502,4,Kém
6.79,200.4,129.8,1.738,117.8,0.0031,0.00074,15,Tốt
6.93,91.2,947.7,4.776,548.2,0.00707,0.00504,25,Kém
7.07,103.2,3168.1,0.401,1159.4,0.0019,0.00101,3525,Nguy hiểm
7.78,411.7,272.6,0.999,41.4,0.00545,3e-05,68,Trung bình
7.77,99.9,372.7,0.689,193.6,0.00549,0.00049,21,Tốt
7.42,382.5,468.9,0.877,206.0,0.01198,0.00111,7,Trung bình
7.15,190.1,349.1,0.744,124.6,0.00149,0.00028,6,Tốt
7.19,215.0,283.9,1.84,152.8,0.00095,0.00073,9,Tốt
7.45,193.1,430.9,1.412,192.5,0.00567,0.00121,18,Tốt
6.74,147.1,338.7,3.358,279.5,0.00211,0.0001,2,Trung bình
7.39,101.6,426.9,1.174,216.4,0.00266,0.00027,1,Tốt
7.49,607.4,765.5,1.996,724.1,0.03619,0.00037,22,Kém
7.03,139.6,499.8,1.488,270.5,0.00658,0.00146,140,Trung bình
8.96,138.0,179.8,1.137,172.0,0.00214,0.00084,3982,Nguy hiểm
8.78,101.0,101.1,0.706,210.2,0.00386,0.00014,145,Trung bình
7.72,196.0,370.3,1.692,136.7,0.00423,0.00053,16,Tốt
7.99,128.5,415.8,4.931,187.8,0.0054,0.01268,14,Nguy hiểm
7.56,126.6,85.8,0.7,151.5,0.00267,0.00054,20,Tốt
7.58,146.6,182.8,1.841,188.0,0.00754,0.00071,17,Tốt
9.89,170.7,2045.6,0.4,743.8,0.00589,0.00338,335,Kém
7.2,572.3,481.9,0.584,95.4,0.00353,0.00624,376,Kém
5.21,217.4,248.2,0.497,661.9,0.03342,0.00105,608,Kém
7.42,129.2,123.8,0.533,179.5,0.00388,0.00131,16,Tốt
8.08,208.4,322.6,0.579,148.4,0.00795,0.00068,11,Tốt
4.24,199.9,300.7,4.035,321.7,0.00558,0.00021,1759,Nguy hiểm
11.44,149.4,2374.0,0.32,134.9,0.08363,0.00293,11,Nguy hiểm
7.51,169.5,332.5,0.056,66.9,0.01271,0.00073,19,Trung bình
7.0,168.0,1525.7,1.076,405.3,0.0079,0.03328,23,Nguy hiểm
7.11,184.0,121.3,1.266,166.0,0.01314,0.00316,8,Trung bình
9.68,545.4,1792.6,1.368,141.8,0.01266,0.00116,5,Kém
7.82,112.8,288.0,0.698,211.1,0.00602,0.02365,3150,Nguy hiểm
6.12,179.4,303.5,0.056,79.5,0.0014,0.00012,2,Trung bình
5.14,188.7,444.2,4.714,554.8,0.02576,0.00078,11,Kém
5.37,167.3,419.2,4.243,724.3,0.02924,0.00087,5,Kém
7.16,111.2,341.5,0.07,381.3,0.00169,0.00013,3,Trung bình
8.83,199.5,351.8,3.719,88.8,0.01384,0.00118,16,Trung bình
7.77,136.5,433.1,1.973,128.3,0.00122,0.00146,4,Tốt
7.66,623.6,1724.6,0.071,679.2,0.00581,0.00475,17,Kém
7.42,422.8,147.5,1.4,544.6,0.01394,0.00127,2934,Nguy hiểm
7.07,123.0,227.7,0.673,92.7,0.00435,7e-05,4,Tốt
7.35,166.3,125.6,1.918,309.3,0.02931,0.03026,1580,Nguy hiểm
6.98,114.6,255.1,4.754,113.7,0.03936,0.00701,876,Kém
4.81,127.7,324.5,0.048,111.7,0.00165,0.00539,4,Nguy hiểm
5.38,92.2,810.3,1.838,655.4,0.00046,0.00826,850,Kém
4.69,138.8,249.8,1.535,115.9,0.00378,0.00326,4012,Nguy hiểm
7.56,536.2,219.7,4.508,53.6,0.00274,0.00536,678,Kém
7.41,214.1,499.8,0.667,142.9,0.00306,0.00064,16,Tốt
7.98,386.2,228.2,1.359,211.8,0.01324,0.00067,22,Trung bình
10.96,115.0,472.6,4.911,718.0,0.00556,0.00353,4,Nguy hiểm
7.39,181.9,2656.6,1.966,715.1,0.00795,0.00865,4017,Nguy hiểm
7.31,387.8,1001.1,1.573,113.4,0.00591,0.00025,8,Trung bình
7.61,154.0,334.2,1.37,181.8,0.00285,0.00137,19,Tốt
8.2,380.3,180.0,1.73,118.0,0.00763,0.00337,9,Trung bình
7.27,112.2,274.9,1.897,184.9,0.0077,0.00063,1,Tốt
9.89,143.4,959.2,4.938,158.1,0.02251,0.00497,8,Kém
7.81,151.6,446.1,1.889,342.4,0.00129,0.0013,152,Trung bình
7.72,107.2,1750.0,0.037,613.4,0.00351,0.00772,13,Kém
8.6,141.1,137.2,1.418,89.4,0.01256,0.00143,25,Trung bình
7.96,110.4,232.2,0.4,217.7,0.00434,0.00105,16,Tốt
7.59,143.1,166.6,1.571,135.3,0.00358,3e-05,6,Tốt
7.41,137.8,263.9,0.939,218.9,0.00494,0.00069,14,Tốt
10.09,609.8,1696.4,1.213,123.4,0.00549,0.00146,23,Kém
7.14,186.7,126.0,0.824,219.3,0.00377,0.0004,20,Tốt
6.98,215.1,310.7,4.333,98.6,0.00456,0.00088,4400,Nguy hiểm
8.14,387.5,973.2,1.259,196.1,0.00222,0.0035,6,Trung bình
7.89,118.4,100.7,0.074,332.8,0.0042,0.00376,2808,Nguy hiểm
9.72,164.3,1588.3,4.313,360.3,0.00534,0.00134,1,Kém
7.34,177.6,273.5,1.358,50.0,0.00599,0.00115,21,Tốt
7.34,167.0,240.6,1.887,194.2,0.00079,0.00048,8,Tốt
7.25,140.2,211.8,0.5,187.5,0.00639,0.00148,17,Tốt
7.96,107.3,927.2,4.733,131.1,0.04384,0.00579,686,Kém
6.4,127.6,288.2,1.044,136.0,0.00653,0.0408,18,Nguy hiểm
11.39,333.0,402.0,0.056,520.4,0.00789,0.0015,11,Nguy hiểm
8.14,209.8,369.3,1.558,49.4,0.00789,0.00131,12,Tốt
7.97,365.4,89.8,0.908,175.2,0.00562,0.00338,2,Trung bình
7.12,120.5,490.3,0.418,352.2,0.00782,0.00045,86,Trung bình
7.87,158.2,1544.8,7.314,87.0,0.00422,8e-05,7,Nguy hiểm
7.55,149.2,250.9,0.634,53.2,0.00303,0.00091,14,Tốt
7.13,101.0,3000.0,4.788,180.8,0.00559,0.00595,4825,Nguy hiểm
7.99,214.8,1695.6,1.916,792.0,0.00603,0.00643,460,Kém
8.04,215.8,1881.8,0.645,713.9,0.03829,0.00108,731,Kém
7.5,157.5,282.5,0.387,371.2,0.13963,0.00116,24,Nguy hiểm
8.12,560.9,2159.7,4.301,125.3,0.00646,0.00098,381,Kém
6.92,116.5,309.7,1.917,59.8,0.0049,0.00128,9,Tốt
8.83,208.5,320.8,1.647,134.7,0.14724,0.00124,22,Nguy hiểm
6.81,168.5,445.2,7.999,182.7,0.02563,0.00019,7,Nguy hiểm
7.55,150.8,825.0,0.411,285.1,0.01359,0.00042,5,Trung bình
7.42,125.4,1876.4,4.483,131.6,0.01845,0.00741,86,Kém
9.02,381.7,295.8,0.995,99.2,0.01194,0.00086,11,Trung bình
6.03,95.4,2073.3,1.852,547.0,0.00312,0.00858,12,Kém
7.47,734.4,314.3,7.335,165.4,0.00551,0.0001,22,Nguy hiểm
7.77,146.0,801.9,0.971,98.8,0.02162,0.02219,0,Nguy hiểm
7.52,212.4,140.6,0.698,406.0,0.01107,0.00316,9,Trung bình
7.3,199.8,947.7,3.172,282.4,0.00502,0.00122,10,Trung bình
7.31,136.1,139.2,0.455,146.7,0.00041,0.00128,23,Tốt
5.43,697.5,352.5,4.774,190.8,0.00126,0.00516,9,Kém
8.2,384.4,421.0,0.775,171.7,0.0044,0.00145,155,Trung bình
6.74,160.2,2343.5,5.325,310.6,0.00212,0.00095,2,Nguy hiểm
7.71,181.6,211.5,0.568,59.1,0.00214,0.00055,16,Tốt
7.02,181.1,1912.4,1.021,708.6,0.03762,1e-05,714,Kém
7.5,195.9,327.0,1.666,203.7,0.00349,0.00035,12,Tốt
6.71,125.1,331.2,0.859,108.6,0.04029,0.00012,1141,Nguy hiểm
7.52,170.1,1611.1,0.944,537.5,0.0053,0.0071,371,Kém
8.13,181.3,317.5,0.368,186.8,0.00291,0.00132,13,Tốt
7.09,519.6,371.4,1.781,822.4,0.10693,0.00808,11,Nguy hiểm
8.19,173.0,118.9,4.471,173.4,0.01116,0.00569,811,Kém
6.75,129.8,171.2,1.188,363.0,0.00052,0.00087,175,Trung bình
9.02,150.4,86.8,0.305,128.7,0.13658,0.00633,23,Nguy hiểm
7.19,111.5,1810.4,1.138,56.0,0.00638,0.00582,832,Kém
7.3,131.3,253.7,0.603,93.3,0.00552,0.00072,2,Tốt
6.3,146.1,1735.2,1.537,1234.1,0.00523,0.03048,10,Nguy hiểm
7.39,305.5,153.3,0.028,127.2,0.00463,0.0009,136,Trung bình
8.75,984.9,2310.5,0.353,132.7,0.13804,0.00044,12,Nguy hiểm
7.61,707.1,163.0,4.677,724.4,0.03613,0.00128,73,Kém
7.89,192.5,220.3,0.067,60.5,0.01361,0.0008,20,Trung bình
7.82,138.6,269.0,0.034,66.5,0.00381,0.00054,88,Trung bình
5.24,136.8,1511.2,1.026,73.8,0.03273,0.00077,549,Kém
7.46,174.4,310.6,0.415,197.6,0.00613,0.00147,13,Tốt
7.93,195.6,440.7,1.597,78.9,0.0005,0.00094,16,Tốt
7.24,162.0,422.4,0.375,143.4,0.00292,0.0014,4,Tốt
3.44,177.9,736.1,0.354,127.6,0.01415,0.00341,7,Nguy hiểm
7.8,192.7,470.1,1.992,189.0,0.00734,0.00233,90,Trung bình
7.93,132.4,966.2,3.845,303.6,0.00113,0.00087,11,Trung bình
7.13,99.5,810.6,3.56,47.5,0.00729,0.00101,108,Trung bình
7.78,189.7,381.5,0.972,153.8,0.00444,0.00037,5,Tốt
6.39,142.2,401.8,1.504,128.6,0.00252,0.00356,12,Trung bình
7.9,135.5,175.4,4.765,752.5,0.03284,0.00071,70,Kém
11.73,202.5,318.8,1.622,210.7,0.00474,0.0014,136,Nguy hiểm
8.2,128.1,153.1,4.597,651.5,0.00612,0.00254,832,Kém
8.01,120.0,393.2,1.634,61.9,0.00115,0.00066,9,Tốt
7.51,107.1,237.7,1.109,74.3,0.00458,5e-05,21,Tốt
5.33,204.3,905.5,1.165,131.2,0.17571,0.00012,17,Nguy hiểm
10.01,154.5,390.8,1.436,62.1,0.02876,0.00483,12,Kém
10.05,645.0,459.5,1.028,64.5,0.04357,0.00566,7,Kém
6.93,206.0,347.2,1.439,43.3,0.00604,0.00052,23,Tốt
7.07,161.1,172.9,1.625,122.7,0.00522,0.00051,19,Tốt
8.16,181.7,197.1,0.788,150.9,0.00188,0.00089,17,Tốt
8.03,143.4,251.9,0.754,316.1,0.00788,0.00246,88,Trung bình
7.75,342.0,229.6,0.329,141.0,0.01119,0.00087,3466,Nguy hiểm
6.86,175.4,228.8,1.891,45.4,4e-05,0.00068,12,Tốt
6.21,110.6,252.1,0.901,340.0,0.01411,0.00084,21,Trung bình
8.97,100.6,461.2,1.66,157.0,0.01173,0.00087,91,Trung bình
8.05,167.5,821.3,4.466,680.3,0.00698,0.00097,360,Kém
7.23,610.4,232.3,0.04,567.4,0.04032,0.0006,793,Kém
7.21,201.8,884.5,0.325,368.9,0.0033,0.00101,115,Trung bình
11.82,208.2,192.1,1.422,756.2,0.00329,0.00366,19,Nguy hiểm
8.95,207.9,902.7,1.454,201.4,0.0029,0.00066,18,Trung bình
6.77,216.8,315.1,1.781,49.3,0.00765,0.00109,14,Tốt
7.96,185.0,493.5,1.478,559.5,0.00755,0.00098,2247,Nguy hiểm
9.03,217.7,1081.5,1.089,166.8,0.01298,0.0014,1,Trung bình
9.88,196.2,1657.0,0.759,79.4,0.00228,0.00529,381,Kém
7.95,179.8,913.7,9.587,366.8,0.00149,0.00232,15,Nguy hiểm
7.82,91.3,712.0,4.075,156.7,0.00329,0.00014,17,Trung bình
6.82,102.3,472.3,0.434,193.2,0.00524,0.00143,14,Tốt
7.16,134.4,94.0,0.518,105.0,0.00353,0.00131,25,Tốt
8.01,113.0,1561.8,0.919,690.5,0.0077,0.0011,3484,Nguy hiểm
9.77,526.6,1716.1,4.86,116.0,0.00205,0.00029,8,Kém
9.77,183.2,109.8,1.412,133.7,0.00267,0.00593,272,Kém
9.63,125.0,1915.2,1.807,121.3,0.00745,0.00788,12,Kém
9.69,193.5,1093.8,1.485,316.0,0.00292,0.04782,2,Nguy hiểm
7.81,144.3,436.3,0.572,178.8,0.00345,0.00085,1,Tốt
6.73,427.2,87.1,0.079,352.0,0.00315,0.00078,3,Trung bình
4.0,192.9,1724.7,1.161,303.8,0.00262,0.00047,4217,Nguy hiểm
7.91,539.8,92.1,4.755,101.4,0.00518,0.00626,374,Kém
6.74,134.6,743.9,0.055,79.0,0.01296,0.00101,17,Trung bình
6.96,178.9,457.0,1.941,125.4,0.00467,0.00068,17,Tốt
7.36,187.9,106.3,0.902,150.9,0.00489,0.00103,13,Tốt
6.13,521.6,178.0,0.45,519.2,0.00234,0.00012,825,Kém
3.53,180.4,420.0,0.042,114.6,0.15836,0.0003,3234,Nguy hiểm
9.63,560.0,849.3,1.59,123.9,0.01773,0.00045,685,Kém
